Deals
Deal ID,Order ID,Symbol,Opening Direction,Closing Direction,Opening time (UTC+8),Closing Time (UTC+8),Entry price,Closing price,Closing Quantity,Commissions,Pips,Net USD,Channel,Balance USD
DID313034730,353501619,US30,Sell,Buy,06 Aug 2026 20:33:53.993,06 Aug 2026 21:06:58.997,54520.0,54491.0,0.3 Lots,0.00,29.0,8.70,openapi_cbot-t,45 861.18
DID313031813,353498684,XAUUSD,Buy,Sell,06 Aug 2026 18:54:24.917,06 Aug 2026 20:56:54.792,4271.10,4249.90,0.04 Lots,-0.28,-212.0,-85.08,openapi_cbot-t,45 852.48
DID313027782,353494558,VIX,Sell,Buy,06 Aug 2026 20:30:51.765,06 Aug 2026 20:43:10.077,17.07,17.24,100 Lots,0.00,-1.7,-17.00,openapi_cbot-t,45 937.56
DID313027041,353493578,Copper,Buy,Sell,06 Aug 2026 18:36:23.709,06 Aug 2026 20:36:44.080,6.8802,6.8479,0.11 Lots,0.00,-32.3,-7.11,openapi_cbot-t,45 954.56
DID313025051,353491297,ETHUSD,Buy,Sell,06 Aug 2026 18:29:15.401,06 Aug 2026 20:29:41.513,1905.01,1902.25,10.05 Lots,0.00,-27.6,-27.74,openapi_cbot-t,45 961.67
DID313024590,353490598,XPDUSD,Buy,Sell,06 Aug 2026 18:22:38.462,06 Aug 2026 20:23:09.023,1387.87,1379.77,0.13 Lots,0.00,-81.0,-105.30,openapi_cbot-t,45 989.41
DID313017374,353482514,BNBUSD,Sell,Buy,06 Aug 2026 17:38:10.255,06 Aug 2026 19:39:36.490,593.61,594.21,32 Lots,0.00,-6.0,-19.20,openapi_cbot-t,46 094.71
DID313017035,353481998,NAS100,Sell,Buy,06 Aug 2026 17:34:52.526,06 Aug 2026 19:36:14.389,29351.2,29372.3,0.6 Lots,0.00,-21.1,-12.66,openapi_cbot-t,46 113.91
DID313015802,353480537,US500,Buy,Sell,06 Aug 2026 18:54:40.156,06 Aug 2026 19:27:39.728,7735.4,7735.8,2.4 Lots,0.00,0.4,0.96,openapi_cbot-t,46 126.57
DID313015794,353480528,EURUSD,Buy,Sell,06 Aug 2026 18:54:11.985,06 Aug 2026 19:27:22.615,1.15398,1.15454,0.16 Lots,-1.12,5.6,7.84,openapi_cbot-t,46 125.61
DID313013999,353478379,XAGUSD,Sell,Buy,06 Aug 2026 18:39:36.876,06 Aug 2026 19:09:48.220,61.752,61.661,0.06 Lots,0.00,9.1,27.30,openapi_cbot-t,46 117.77
DID313013992,353478370,FRA40,Sell,Buy,06 Aug 2026 18:39:30.560,06 Aug 2026 19:09:38.634,8728.2,8723.8,1.9 Lots,0.00,4.4,9.65,openapi_cbot-t,46 090.47
DID313013975,353478344,GER40,Buy,Sell,06 Aug 2026 18:39:10.255,06 Aug 2026 19:09:29.612,26204.5,26183.6,0.6 Lots,0.00,-20.9,-14.48,openapi_cbot-t,46 080.82
DID313013439,353477761,NZDUSD,Sell,Buy,06 Aug 2026 18:32:22.117,06 Aug 2026 19:05:42.710,0.58831,0.58814,0.32 Lots,-2.24,1.7,3.20,openapi_cbot-t,46 095.30
DID313012735,353476970,JPYX,Buy,Sell,06 Aug 2026 18:28:49.951,06 Aug 2026 19:00:57.096,683.1,682.0,28 Lots,0.00,-1.1,-19.51,openapi_cbot-t,46 092.10
DID313011142,353473787,ADAUSD,Buy,Sell,06 Aug 2026 18:29:23.666,06 Aug 2026 18:41:29.046,0.1913,0.1871,25 Lots,0.00,-4.2,-10.50,openapi_cbot-t,46 111.61
DID313010745,353474481,US500,Sell,Buy,06 Aug 2026 18:02:37.693,06 Aug 2026 18:35:01.218,7740.6,7738.0,2.4 Lots,0.00,2.6,6.24,openapi_cbot-t,46 122.11
DID313010717,353474449,US30,Buy,Sell,06 Aug 2026 17:48:19.122,06 Aug 2026 18:34:50.419,54579.0,54546.0,0.3 Lots,0.00,-33.0,-9.90,openapi_cbot-t,46 115.87
DID313010716,353474448,EURUSD,Sell,Buy,06 Aug 2026 18:02:23.522,06 Aug 2026 18:34:50.175,1.15391,1.15424,0.16 Lots,-1.12,-3.3,-6.40,openapi_cbot-t,46 125.77
DID313009524,353472870,GER40,Buy,Sell,06 Aug 2026 17:48:32.769,06 Aug 2026 18:20:33.765,26181.5,26212.6,0.6 Lots,0.00,31.1,21.53,openapi_cbot-t,46 132.17
DID313009523,353472869,FRA40,Sell,Buy,06 Aug 2026 17:48:58.339,06 Aug 2026 18:20:33.518,8723.9,8727.8,1.8 Lots,0.00,-3.9,-8.10,openapi_cbot-t,46 110.64
DID313008697,353471595,JPYX,Sell,Buy,06 Aug 2026 17:37:41.066,06 Aug 2026 18:09:18.218,682.1,683.3,28 Lots,0.00,-1.2,-21.29,openapi_cbot-t,46 118.74
DID313008695,353471592,VIX,Buy,Sell,06 Aug 2026 16:06:00.443,06 Aug 2026 18:09:17.933,17.29,17.13,3.1 Lots,0.00,-1.6,-0.50,openapi_cbot-t,46 140.03
DID313008548,353447266,NatGas,Sell,Buy,06 Aug 2026 15:06:21.529,06 Aug 2026 18:06:13.643,2.715,2.690,0.49 Lots,0.00,2.5,122.50,openapi_cbot-t,46 140.53
DID313008390,353471097,USDJPY,Sell,Buy,06 Aug 2026 17:34:44.488,06 Aug 2026 18:05:05.459,157.856,157.846,0.19 Lots,-1.34,1.0,-0.14,openapi_cbot-t,46 018.03
DID313008369,353471064,NatGas,Sell,Buy,06 Aug 2026 15:06:21.529,06 Aug 2026 18:04:53.206,2.715,2.686,0.48 Lots,0.00,2.9,139.20,openapi_cbot-t,46 018.17
DID313006795,353467575,ADAUSD,Buy,Sell,06 Aug 2026 17:38:19.041,06 Aug 2026 17:45:02.756,0.1910,0.1866,25 Lots,0.00,-4.4,-11.00,openapi_cbot-t,45 878.97
DID313006074,353467533,USDX,Sell,Buy,06 Aug 2026 17:37:58.728,06 Aug 2026 17:38:08.488,99.780,99.854,100 Lots,0.00,-7.4,-740.00,openapi_cbot-t,45 889.97
DID313005934,353467391,US30,Buy,Sell,06 Aug 2026 17:05:58.109,06 Aug 2026 17:36:58.894,54590.0,54557.0,0.3 Lots,0.00,-33.0,-9.90,openapi_cbot-t,46 629.97
DID313005740,353467100,GER40,Buy,Sell,06 Aug 2026 17:02:16.855,06 Aug 2026 17:34:09.862,26199.5,26197.6,0.6 Lots,0.00,-1.9,-1.32,openapi_cbot-t,46 639.87
DID313005369,353466630,ETHUSD,Buy,Sell,06 Aug 2026 15:29:18.108,06 Aug 2026 17:31:00.753,1910.02,1905.02,0.01 Lots,0.00,-50.0,-0.05,openapi_cbot-t,46 641.19
DID313005365,353466625,AUDUSD,Buy,Sell,06 Aug 2026 12:30:48.167,06 Aug 2026 17:30:48.942,0.70466,0.70429,4.34 Lots,-30.38,-3.7,-190.96,openapi_cbot-t,46 641.24
DID313004677,353465781,ADAUSD,Buy,Sell,06 Aug 2026 17:09:55.289,06 Aug 2026 17:23:34.704,0.1905,0.1865,25 Lots,0.00,-4.0,-10.00,openapi_cbot-t,46 832.20
DID313004143,353465151,NZDUSD,Sell,Buy,06 Aug 2026 15:19:02.282,06 Aug 2026 17:19:58.681,0.58738,0.58788,0.33 Lots,-2.32,-5.0,-18.82,openapi_cbot-t,46 842.20
DID313004142,353465150,XAUUSD,Sell,Buy,06 Aug 2026 15:18:55.318,06 Aug 2026 17:19:58.380,4262.80,4282.47,0.04 Lots,-0.28,-196.7,-78.96,openapi_cbot-t,46 861.02
DID313002344,353463022,USDX,Buy,Sell,06 Aug 2026 16:34:32.466,06 Aug 2026 17:05:15.093,99.821,99.757,18 Lots,0.00,-6.4,-115.20,openapi_cbot-t,46 939.98
DID313002343,353463021,USDCAD,Sell,Buy,06 Aug 2026 16:34:09.472,06 Aug 2026 17:05:14.891,1.40118,1.40095,0.19 Lots,-1.34,2.3,1.78,openapi_cbot-t,47 055.18
DID313001218,353461682,BNBUSD,Sell,Buy,06 Aug 2026 16:22:43.633,06 Aug 2026 16:54:36.207,593.62,595.51,31 Lots,0.00,-18.9,-58.59,openapi_cbot-t,47 053.40
DID312999725,353459616,ADAUSD,Buy,Sell,06 Aug 2026 16:22:53.039,06 Aug 2026 16:37:04.520,0.1906,0.1867,11.39 Lots,0.00,-3.9,-4.44,openapi_cbot-t,47 111.99
DID312999358,353459188,EURUSD,Buy,Sell,06 Aug 2026 16:02:35.932,06 Aug 2026 16:33:25.668,1.15422,1.15404,0.01 Lots,-0.08,-1.8,-0.26,openapi_cbot-t,47 116.43
DID312999357,353459187,US500,Sell,Buy,06 Aug 2026 15:43:44.946,06 Aug 2026 16:33:25.440,7730.5,7736.5,2.5 Lots,0.00,-6.0,-15.00,openapi_cbot-t,47 116.69
DID312997793,353457195,GER40,Sell,Buy,06 Aug 2026 15:51:17.473,06 Aug 2026 16:21:35.900,26162.6,26109.5,0.6 Lots,0.00,53.1,36.78,openapi_cbot-t,47 131.69
DID312995056,353454189,ADAUSD,Buy,Sell,06 Aug 2026 15:29:29.043,06 Aug 2026 16:01:23.651,0.1906,0.1867,9.46 Lots,0.00,-3.9,-3.69,openapi_cbot-t,47 094.91
DID312995004,353454107,FRA40,Buy,Sell,06 Aug 2026 15:28:56.993,06 Aug 2026 16:01:10.294,8727.9,8729.2,0.1 Lots,0.00,1.3,0.15,openapi_cbot-t,47 098.60
DID312994636,353453633,Copper,Sell,Buy,06 Aug 2026 15:25:57.121,06 Aug 2026 15:57:33.529,6.7935,6.7740,0.03 Lots,0.00,19.5,1.17,openapi_cbot-t,47 098.45
DID312993959,353452770,JPYX,Sell,Buy,06 Aug 2026 15:18:51.008,06 Aug 2026 15:50:01.193,682.4,683.2,28 Lots,0.00,-0.8,-14.19,openapi_cbot-t,47 097.28
DID312993298,353452029,9618.HK,Buy,Sell,06 Aug 2026 15:22:30.543,06 Aug 2026 15:42:59.962,127.110,127.010,1 212 Lots,-58.90,-10.0,-74.35,openapi_cbot-t,47 111.47
DID312990040,353448059,NAS100,Buy,Sell,06 Aug 2026 10:11:29.061,06 Aug 2026 15:12:18.432,29412.2,29414.9,2.7 Lots,0.00,2.7,7.29,openapi_cbot-t,47 185.82
DID312987261,353444044,NatGas,Buy,Sell,06 Aug 2026 14:43:30.421,06 Aug 2026 14:46:02.937,2.722,2.715,1 Lots,0.00,-0.7,-70.00,openapi_cbot-t,47 178.53
DID312961053,353411696,9618.HK,Buy,Sell,06 Aug 2026 10:11:25.925,06 Aug 2026 10:18:08.114,127.190,126.790,5 000 Lots,-242.87,-40.0,-497.92,openapi_cbot-t,47 248.53
DID312735354,352957054,NZDUSD,Buy,Sell,04 Aug 2026 15:12:18.715,05 Aug 2026 06:46:25.596,0.58698,0.58790,2.04 Lots,-14.28,9.2,166.87,openapi_cbot-t,47 746.45
DID312734243,353028768,NatGas,Sell,Buy,04 Aug 2026 21:22:05.070,05 Aug 2026 06:30:01.064,2.699,2.725,1.94 Lots,0.00,-2.6,-525.74,openapi_cbot-t,47 579.58
DID312731350,352957066,GBPAUD,Buy,Sell,04 Aug 2026 15:12:21.422,05 Aug 2026 05:03:12.776,1.91367,1.90693,1.15 Lots,-8.06,-67.4,-560.63,openapi_cbot-t,48 105.32
DID312715027,353115543,TSLA.US,Buy,Sell,01 Aug 2026 00:30:14.978,05 Aug 2026 03:12:02.239,309.25,329.35,8 Lots,-0.32,201.0,158.80,openapi_cbot-t,48 665.95
DID312607966,352978739,JPYX,Sell,Buy,04 Aug 2026 17:17:08.376,04 Aug 2026 17:49:09.009,683.2,683.8,29 Lots,0.00,-0.6,-11.02,openapi_cbot-t,48 507.15
DID312607914,352978680,EURAUD,Sell,Buy,04 Aug 2026 17:17:26.108,04 Aug 2026 17:48:38.463,1.63879,1.63788,0.17 Lots,-1.20,9.1,9.67,openapi_cbot-t,48 518.17
DID312607562,352977985,USDCHF,Buy,Sell,04 Aug 2026 17:17:20.438,04 Aug 2026 17:44:37.507,0.81004,0.81012,0.2 Lots,-1.40,0.8,0.58,openapi_cbot-t,48 508.50
DID312602456,352957719,GBPNOK,Buy,Sell,04 Aug 2026 15:15:49.789,04 Aug 2026 16:56:26.008,12.78794,12.78759,0.96 Lots,-6.72,-3.5,-10.25,openapi_cbot-t,48 507.92
DID312599408,352957713,EURNOK,Buy,Sell,04 Aug 2026 15:15:46.401,04 Aug 2026 16:27:57.366,10.95816,10.95872,3.21 Lots,-22.48,5.6,-3.60,openapi_cbot-t,48 518.17
DID312594541,352962002,JPYX,Buy,Sell,04 Aug 2026 15:16:19.775,04 Aug 2026 15:47:11.335,685.0,683.7,29 Lots,0.00,-1.3,-23.89,openapi_cbot-t,48 521.77
DID312594525,352961979,US30,Sell,Buy,04 Aug 2026 15:15:56.391,04 Aug 2026 15:47:00.002,53324.0,53315.0,0.3 Lots,0.00,9.0,2.70,openapi_cbot-t,48 545.66
DID312594249,352961591,NAS100,Sell,Buy,04 Aug 2026 15:16:07.316,04 Aug 2026 15:43:28.168,28928.6,28945.5,0.6 Lots,0.00,-16.9,-10.14,openapi_cbot-t,48 542.96
DID312594230,352961575,AUS200,Buy,Sell,04 Aug 2026 15:13:10.506,04 Aug 2026 15:43:11.590,9141.3,9132.0,3.1 Lots,0.00,-9.3,-20.23,openapi_cbot-t,48 553.10
DID312594199,352961537,BTCUSD,Sell,Buy,04 Aug 2026 15:12:38.887,04 Aug 2026 15:42:58.148,63529.49,63616.63,0.31 Lots,0.00,-871.4,-27.01,openapi_cbot-t,48 573.33
DID312592233,352959288,GER40,Buy,Sell,04 Aug 2026 15:12:33.748,04 Aug 2026 15:27:01.631,26243.4,26247.5,0.6 Lots,0.00,4.1,2.83,openapi_cbot-t,48 600.34
DID312577883,352932051,NZDUSD,Buy,Sell,04 Aug 2026 11:42:06.372,04 Aug 2026 13:13:18.268,0.58640,0.58640,4.73 Lots,-33.12,0.0,-33.12,openapi_cbot-t,48 597.51
DID312555523,352911030,EURNZD,Sell,Buy,04 Aug 2026 07:26:28.212,04 Aug 2026 09:04:01.708,1.96112,1.96121,0.17 Lots,-1.20,-0.9,-2.10,openapi_cbot-t,48 630.63
DID312552212,352906945,US2000,Buy,Sell,04 Aug 2026 06:40:30.449,04 Aug 2026 08:43:24.923,2986.2,2985.9,54.7 Lots,0.00,-0.3,-16.41,openapi_cbot-t,48 632.73
DID312552207,352906938,Copper,Buy,Sell,04 Aug 2026 06:38:35.490,04 Aug 2026 08:43:20.881,6.5999,6.6036,1 Lots,0.00,3.7,7.40,openapi_cbot-t,48 649.14
DID312546940,352899940,US30,Buy,Sell,04 Aug 2026 07:25:56.928,04 Aug 2026 08:00:54.851,53313.0,53308.0,0.3 Lots,0.00,-5.0,-1.50,openapi_cbot-t,48 641.74
DID312546941,352899941,NatGas,Buy,Sell,04 Aug 2026 07:26:04.698,04 Aug 2026 08:00:54.849,2.792,2.795,0.72 Lots,0.00,0.3,21.60,openapi_cbot-t,48 643.24
DID312545382,352897581,GBPCHF,Sell,Buy,04 Aug 2026 07:26:36.136,04 Aug 2026 07:36:54.501,1.08782,1.08801,0.15 Lots,-1.06,-1.9,-4.58,openapi_cbot-t,48 621.64
DID312545370,352897543,USDJPY,Sell,Buy,04 Aug 2026 07:25:50.085,04 Aug 2026 07:36:38.189,157.360,157.492,0.2 Lots,-1.40,-13.2,-18.16,openapi_cbot-t,48 626.22
DID312544123,352895317,CADCHF,Sell,Buy,04 Aug 2026 06:37:10.613,04 Aug 2026 07:14:30.675,0.57688,0.57684,2.34 Lots,-16.38,0.4,-4.83,openapi_cbot-t,48 644.38
DID312544029,352895149,AUDCHF,Buy,Sell,04 Aug 2026 06:40:44.472,04 Aug 2026 07:12:12.829,0.56712,0.56690,2.33 Lots,-16.32,-2.2,-79.60,openapi_cbot-t,48 649.21
DID312544021,352895126,NZDUSD,Buy,Sell,04 Aug 2026 06:36:51.515,04 Aug 2026 07:12:00.768,0.58691,0.58691,2.83 Lots,-19.82,0.0,-19.82,openapi_cbot-t,48 728.81
DID312543807,352894814,NAS100,Buy,Sell,04 Aug 2026 06:36:37.916,04 Aug 2026 07:08:43.801,28814.3,28797.2,5.7 Lots,0.00,-17.1,-97.47,openapi_cbot-t,48 748.63
DID312543673,352894518,CADJPY,Buy,Sell,04 Aug 2026 06:37:02.618,04 Aug 2026 07:06:51.212,112.032,112.015,2.33 Lots,-16.32,-1.7,-41.50,openapi_cbot-t,48 846.10
DID312543658,352894496,GBPCAD,Buy,Sell,04 Aug 2026 06:36:55.731,04 Aug 2026 07:06:46.834,1.88630,1.88601,1.24 Lots,-8.68,-2.9,-34.28,openapi_cbot-t,48 887.60
DID312541979,352891863,NatGas,Sell,Buy,04 Aug 2026 06:38:02.183,04 Aug 2026 06:38:46.405,2.788,2.799,9.54 Lots,0.00,-1.1,-1 049.40,openapi_cbot-t,48 921.88
DID312494069,352496500,AVGO.US,Sell,Buy,31 Jul 2026 21:31:00.315,03 Aug 2026 23:16:16.591,393.12,389.15,23.1 Lots,-0.92,39.7,91.51,openapi_cbot-t,49 971.28
DID312468595,352803931,AVGO.US,Sell,Buy,31 Jul 2026 21:31:00.315,03 Aug 2026 21:35:48.976,393.12,379.84,23.1 Lots,-0.92,132.8,306.57,openapi_cbot-t,49 879.77
DID312353930,352670650,USDZAR,Buy,Sell,03 Aug 2026 05:01:00.997,03 Aug 2026 07:46:38.141,16.48534,16.46696,4.99 Lots,-34.94,-183.8,-591.91,openapi_cbot-t,49 573.20
DID312308834,352611779,SOLUSD,Buy,Sell,01 Aug 2026 15:13:31.944,02 Aug 2026 01:17:24.848,73.26,72.11,290 Lots,0.00,-11.5,-333.50,openapi_cbot-t,50 165.11
DID312303888,352606075,ETHUSD,Buy,Sell,01 Aug 2026 15:04:44.950,01 Aug 2026 18:21:50.421,1870.35,1863.61,11.31 Lots,0.00,-67.4,-76.23,openapi_cbot-t,50 498.61
DID312303017,352605225,XRPUSD,Sell,Buy,01 Aug 2026 15:04:54.395,01 Aug 2026 16:20:52.647,1.0589,1.0644,100 Lots,0.00,-5.5,-55.00,openapi_cbot-t,50 574.84
DID312302802,352604885,LTCUSD,Sell,Buy,01 Aug 2026 15:05:02.358,01 Aug 2026 15:17:17.625,44.37,44.73,100 Lots,0.00,-3.6,-36.00,openapi_cbot-t,50 629.84
DID312256302,352554831,GD.US,Buy,Sell,30 Jul 2026 21:31:00.374,01 Aug 2026 00:33:15.764,377.41,382.69,57.8 Lots,-2.32,52.8,299.15,openapi_cbot-t,50 665.84
DID312256289,352554805,NVDA.US,Buy,Sell,27 Jul 2026 21:42:00.755,01 Aug 2026 00:33:13.954,203.45,198.03,32 Lots,-1.28,-54.2,-178.90,openapi_cbot-t,50 366.69
,,,,,,,,,,-958.42,,-4 062.66,,

Positions
Created (UTC+8),Symbol,Quantity,Direction,Entry,TP,SL,Net USD
07 Aug 2026 08:37:36,US2000,0.1 Lots,Sell,2996.2,2512.4,3177.3,—

Orders
Symbol,Direction,Submission Time (UTC+8),Order type,Current quantity,Submitted price,Distance,TP,SL
2020.HK,Sell,04 Aug 2026 07:27:29.774,Limit,623 Lots,78.740,—,71.393,84.862
Cocoa,Buy,07 Aug 2026 15:45:22.856,Limit,5 Lots,5534.3,—,6801.2,5256.9
XAGUSD,Buy,10 Aug 2026 12:02:32.292,Stop,0.1 Lots,70.055,—,80.663,63.087
GD.US,Buy,17 Aug 2026 01:00:24.965,Limit,11.1 Lots,382.17,—,512.47,340.03000000000003
NatGas,Buy,17 Aug 2026 08:34:37.627,Limit,2 Lots,2.587,19.3,,2.494
2020.HK,Buy,19 Aug 2026 16:26:57.767,Limit,5 000 Lots,73.460,—,75.54299999999999,73.00699999999999

Summary
Deposit,Withdrawal,Total net,Equity,Unr. P&L,Realised P&L,Margin,Free margin,Margin level
50 000.00,0.00,50 000.00,46 482.58,-0.35,-4 062.66,11.98,46 470.60,388 001.50%

Balance
46 482.93
